use_tms,disp_rtm_s,asset_nm_new
3171,5520,구해줘!홈즈
1956,5940,전지적참견시점
64,2820,트롯전국체전
5220,5220,런닝맨
2037,6600,트랄랄라브라더스
197,6600,트랄랄라브라더스
242,5880,1박2일시즌4
5880,5880,1박2일시즌4
680,5880,1박2일시즌4
5100,5100,삼시세끼바다목장편
4860,4860,속풀이쇼동치미
389,5520,런닝맨
5020,5520,삼시세끼바다목장편
1790,5520,삼시세끼바다목장편
570,5400,신랑수업
4920,4920,안싸우면다행이야
1260,5460,구해줘!홈즈
3657,5460,구해줘!홈즈
3988,4920,사장님귀는당나귀귀
158,3960,SBS인기가요
437,3960,SBS인기가요
542,5700,복면가왕
1804,5580,런닝맨
3398,5100,삼시세끼바다목장편
1682,5100,삼시세끼바다목장편
5405,5520,삼시세끼어촌편3
5220,5220,런닝맨
5220,5220,런닝맨
5220,5220,런닝맨
65,5220,런닝맨
1427,5460,나혼자산다
1761,5460,나혼자산다
1484,5460,나혼자산다
2904,7200,최강야구
1876,5400,신랑수업
741,5520,나혼자산다
2012,5520,나혼자산다
2699,5520,나혼자산다
5520,5520,나혼자산다
5520,5520,나혼자산다
4080,4080,노래하는대한민국
142,2340,트롯전국체전
4105,5760,런닝맨
2943,3840,심야괴담회
799,3840,심야괴담회
197,3840,심야괴담회
3583,3840,심야괴담회
63,3840,심야괴담회
3840,3840,심야괴담회
338,6420,미스터로또
399,6420,미스터로또
7080,7080,스트릿우먼파이터2
6386,7080,스트릿우먼파이터2
168,7080,스트릿우먼파이터2
5102,7080,스트릿우먼파이터2
384,7080,스트릿우먼파이터2
4860,4860,청춘의국
4080,4080,전국노래자랑
4080,4080,전국노래자랑
80,5280,2억9천:결혼전쟁
3902,4680,속풀이쇼동치미
157,4680,속풀이쇼동치미
3780,3780,삼시세끼어촌편2
3324,5460,골때리는그녀들
1984,6540,골때리는그녀들
704,6540,골때리는그녀들
5640,5640,1박2일시즌4
3900,3900,심야괴담회
3052,3900,심야괴담회
873,3900,심야괴담회
3993,5100,삼시세끼바다목장편
5580,5580,런닝맨
1141,5580,런닝맨
4620,4620,한국인의식판
4070,4200,벌거벗은한국사
214,4200,벌거벗은한국사
5580,5580,런닝맨
346,5580,런닝맨
1739,3600,개는훌륭하다
3600,3600,개는훌륭하다
3600,3600,개는훌륭하다
497,3600,개는훌륭하다
828,3900,SBS인기가요
6180,6180,미운우리새끼
3840,3840,심야괴담회
1740,1740,장미꽃필무렵
1740,1740,장미꽃필무렵
1740,1740,장미꽃필무렵
541,3660,슈퍼맨이돌아왔다
2275,5580,나혼자산다
1805,5580,나혼자산다
5533,5580,나혼자산다
2826,5520,런닝맨
5520,5520,런닝맨
5520,5520,런닝맨
107,5520,런닝맨
1485,5520,런닝맨
1234,5520,런닝맨
4036,5520,런닝맨
4020,4020,박원숙의같이삽시다시즌3
2218,5400,나혼자산다
2677,4800,속풀이쇼동치미
1886,5460,신랑수업
6598,7140,뭉쳐야찬다2
926,7140,뭉쳐야찬다2
2963,4260,전국노래자랑
4260,4260,전국노래자랑
4260,4260,전국노래자랑
2527,4260,전국노래자랑
4296,4740,한국인의식판
855,7200,불타는장미단
1093,4200,쇼음악중심
5460,5460,골때리는그녀들
5460,5460,골때리는그녀들
4762,5460,골때리는그녀들
5460,5460,골때리는그녀들
4140,4140,놀면뭐하니?
184,4140,놀면뭐하니?
4620,4620,한국인의식판
2946,6720,불타는장미단
3129,6720,불타는장미단
4399,6720,불타는장미단
937,4680,트롯전국체전
1444,4680,트롯전국체전
1497,3180,가요무대
1275,4560,뭐털도사
4680,4680,전국노래자랑
2573,8160,최강야구
95,8160,최강야구
7636,8160,최강야구
210,8160,최강야구
1250,2580,장미꽃필무렵
1508,2580,장미꽃필무렵
2195,2580,장미꽃필무렵
790,2580,장미꽃필무렵
5520,5520,골때리는그녀들
5520,5520,골때리는그녀들
5520,5520,골때리는그녀들
436,3900,심야괴담회
3293,4200,홍김동전
125,4200,홍김동전
1849,4200,홍김동전
4200,4200,홍김동전
6120,6120,돌싱글즈4
4860,4860,손대면핫플-동네멋집
5028,5100,삼시세끼바다목장편
5580,5580,삼시세끼어촌편3
1136,5280,신랑수업
4680,4680,속풀이쇼동치미
1419,4680,속풀이쇼동치미
3863,4440,개는훌륭하다
2520,5220,런닝맨
1158,5220,런닝맨
903,5220,런닝맨
5220,5220,런닝맨
1526,6780,트랄랄라브라더스
3150,6780,트랄랄라브라더스
5520,5520,골때리는그녀들
1785,5580,신랑수업
4020,4020,박원숙의같이삽시다시즌3
3600,3600,개는훌륭하다
1459,3600,개는훌륭하다
2416,3600,개는훌륭하다
927,3600,개는훌륭하다
72,3600,개는훌륭하다
3600,3600,개는훌륭하다
419,5400,복면가왕
5628,5940,애프터시그널
3034,5520,런닝맨
892,5520,런닝맨
5520,5520,런닝맨
4947,5520,런닝맨
875,5520,런닝맨
5064,5520,런닝맨
5520,5520,런닝맨
677,5520,런닝맨
124,5520,런닝맨
6060,6060,미운우리새끼
5693,6060,미운우리새끼
6120,6120,미운우리새끼
1164,4200,속풀이쇼동치미
3662,3780,심야괴담회
3426,5460,돌싱글즈4
1585,5460,돌싱글즈4
5011,5040,안하던짓을하고그래
4612,5760,신서유기시즌7
2515,5460,구해줘!홈즈
3063,5460,구해줘!홈즈
3840,3840,노래하는대한민국
3808,4020,박원숙의같이삽시다시즌3
5040,5040,삼시세끼바다목장편
4920,4920,황금어장-라디오스타
487,4920,황금어장-라디오스타
299,3840,심야괴담회
3840,3840,심야괴담회
3468,3840,심야괴담회
3840,3840,심야괴담회
737,5580,런닝맨
2407,5580,런닝맨
3396,5580,런닝맨
1528,5580,런닝맨
5580,5580,런닝맨
1495,5580,런닝맨
5580,5580,런닝맨
2914,5580,런닝맨
284,6180,미운우리새끼
1549,6180,미운우리새끼
5982,6180,미운우리새끼
767,6180,미운우리새끼
2637,6180,미운우리새끼
6180,6180,미운우리새끼
1780,6180,미운우리새끼
2447,5640,동상이몽2-너는내운명
5109,5640,동상이몽2-너는내운명
982,5640,동상이몽2-너는내운명
274,5640,동상이몽2-너는내운명
3649,5280,신서유기시즌7
980,5580,런닝맨
5580,5580,런닝맨
5340,5340,신서유기시즌7
4172,6060,미운우리새끼
235,6060,미운우리새끼
707,6060,미운우리새끼
3596,6060,미운우리새끼
369,6060,미운우리새끼
6060,6060,미운우리새끼
4406,6060,미운우리새끼
3615,6060,미운우리새끼
1785,6060,미운우리새끼
2843,6060,미운우리새끼
80,3960,심야괴담회
3559,3960,심야괴담회
1247,3960,심야괴담회
1759,3960,심야괴담회
483,5640,나혼자산다
4462,5640,나혼자산다
6420,6420,화요일은밤이좋아
4080,4080,심야괴담회
3120,3120,궁금한이야기Y
2976,3120,궁금한이야기Y
4521,7200,트랄랄라브라더스
3958,7200,트랄랄라브라더스
1938,7200,트랄랄라브라더스
6449,7200,트랄랄라브라더스
1798,7200,트랄랄라브라더스
1251,7200,트랄랄라브라더스
681,7200,트랄랄라브라더스
3395,5700,나혼자산다
159,5700,나혼자산다
1826,4200,홍김동전
4429,4500,회장님네사람들
60,5280,런닝맨
2500,5280,런닝맨
3960,3960,심야괴담회
6660,6660,미스터로또
5760,5760,나혼자산다
336,5760,나혼자산다
4993,5760,나혼자산다
1090,5760,나혼자산다
5040,5280,신서유기시즌7
1354,7320,미스터트롯2
1834,7320,미스터트롯2
5580,5580,런닝맨
3092,5820,런닝맨
1535,5820,런닝맨
630,5460,신랑수업
535,5880,런닝맨
1721,5880,런닝맨
1860,5880,런닝맨
782,5520,런닝맨
5520,5520,런닝맨
1396,5520,런닝맨
4383,4680,안하던짓을하고그래
1034,5820,1박2일시즌4
3425,5820,1박2일시즌4
470,3180,트롯전국체전
4200,4200,금쪽같은내새끼
417,3120,트롯전국체전
183,3120,트롯전국체전
2419,5220,런닝맨
5220,5220,런닝맨
3312,3960,TV동물농장
2217,3960,TV동물농장
2043,4800,속풀이쇼동치미
4800,4800,속풀이쇼동치미
5700,5700,동상이몽2-너는내운명
2280,2280,오자룡이간다
2279,2280,오자룡이간다
247,3120,소문난칠공주
265,3480,조선총잡이
3480,3480,조선총잡이
1444,3480,조선총잡이
3480,3480,조선총잡이
888,1680,금이야옥이야
3840,3840,내딸금사월
3720,3720,조선총잡이
145,3840,천원짜리변호사
135,3840,천원짜리변호사
3720,3720,조선총잡이
1680,1680,우당탕탕패밀리
1680,1680,우당탕탕패밀리
2100,2100,TV소설은희
1680,1680,금이야옥이야
3600,3600,조선총잡이
3480,3480,일지매
3480,3480,일지매
478,1680,금이야옥이야
511,3960,진짜가나타났다!
3247,4140,7인의탈출
1044,4140,7인의탈출
1650,1680,내눈에콩깍지
624,1680,금이야옥이야
4017,4560,연인파트1
3425,4560,연인파트1
887,4560,연인파트1
4473,4560,연인파트1
2521,4560,연인파트1
4560,4560,연인파트1
362,4560,연인파트1
1799,4560,연인파트1
4560,4560,연인파트1
4560,4560,연인파트1
1329,4560,연인파트1
4560,4560,연인파트1
4560,4560,연인파트1
1588,4560,연인파트1
4560,4560,연인파트1
3780,3780,각시탈
4080,4080,소방서옆경찰서그리고국과수
2687,3540,야인시대
861,1680,금이야옥이야
239,4080,진짜가나타났다!
2499,4080,진짜가나타났다!
1673,1680,우당탕탕패밀리
2880,3600,야경꾼일지
1386,1680,금이야옥이야
2290,3720,야인시대
2100,2100,TV소설은희
490,3960,천원짜리변호사
3960,3960,천원짜리변호사
1325,3960,천원짜리변호사
648,3960,천원짜리변호사
2037,4560,진짜가나타났다!
2319,4560,진짜가나타났다!
883,4560,진짜가나타났다!
1680,1680,우당탕탕패밀리
3120,3120,최강배달꾼
3120,3120,최강배달꾼
3102,3120,최강배달꾼
3120,3120,최강배달꾼
785,3120,최강배달꾼
654,3120,최강배달꾼
3120,3120,최강배달꾼
3120,3120,최강배달꾼
117,3120,최강배달꾼
3120,3120,최강배달꾼
1310,3120,최강배달꾼
2197,3120,최강배달꾼
4140,4140,진짜가나타났다!
2115,4140,진짜가나타났다!
4200,4200,소방서옆경찰서그리고국과수
4190,4200,소방서옆경찰서그리고국과수
4200,4200,소방서옆경찰서그리고국과수
3785,4200,소방서옆경찰서그리고국과수
431,4200,소방서옆경찰서그리고국과수
406,4200,소방서옆경찰서그리고국과수
4190,4200,소방서옆경찰서그리고국과수
3681,4200,소방서옆경찰서그리고국과수
4160,4200,소방서옆경찰서그리고국과수
4136,4200,소방서옆경찰서그리고국과수
4260,4260,소방서옆경찰서그리고국과수
1229,4260,소방서옆경찰서그리고국과수
4216,4260,소방서옆경찰서그리고국과수
2821,4260,소방서옆경찰서그리고국과수
2861,4260,소방서옆경찰서그리고국과수
533,4260,소방서옆경찰서그리고국과수
1726,4260,소방서옆경찰서그리고국과수
1825,4260,소방서옆경찰서그리고국과수
86,4260,소방서옆경찰서그리고국과수
1746,4260,소방서옆경찰서그리고국과수
4260,4260,소방서옆경찰서그리고국과수
2725,4260,소방서옆경찰서그리고국과수
454,4260,소방서옆경찰서그리고국과수
1596,4260,소방서옆경찰서그리고국과수
520,4260,소방서옆경찰서그리고국과수
674,4260,소방서옆경찰서그리고국과수
2036,4260,소방서옆경찰서그리고국과수
4260,4260,소방서옆경찰서그리고국과수
3227,4260,소방서옆경찰서그리고국과수
2280,2280,오자룡이간다
4080,4080,진짜가나타났다!
4028,4080,진짜가나타났다!
4020,4020,일지매
735,4020,천원짜리변호사
2142,3900,천원짜리변호사
1460,3900,천원짜리변호사
3540,3540,스토브리그
1920,1920,우아한제국
1920,1920,우아한제국
1680,1680,우당탕탕패밀리
2154,2160,TV소설은희
512,3840,아이두아이두
3840,3840,아이두아이두
3353,3840,아이두아이두
2160,2160,TV소설은희
693,1680,금이야옥이야
5218,5220,7인의탈출
118,5220,7인의탈출
3749,5220,7인의탈출
2340,2340,오자룡이간다
1163,3660,야인시대
1587,3660,야인시대
3600,3600,천원짜리변호사
2280,2280,오자룡이간다
553,2280,오자룡이간다
3236,4200,사랑의이해
3000,3000,소문난칠공주
1680,1680,하늘의인연
1680,1680,하늘의인연
1680,1680,하늘의인연
1680,1680,하늘의인연
791,3180,소문난칠공주
2462,3180,소문난칠공주
1468,2160,TV소설은희
706,2160,TV소설은희
116,1680,금이야옥이야
4140,4140,낭만닥터김사부3
1680,1680,하늘의인연
1680,1680,하늘의인연
3449,4200,이번주아내가바람을핍니다
3480,3480,천원짜리변호사
1172,3480,천원짜리변호사
764,1680,금이야옥이야
402,1680,금이야옥이야
3660,3660,조선총잡이
1188,2160,TV소설은희
3540,3540,스토브리그
1247,3600,연인파트1
1508,3600,연인파트1
3600,3600,연인파트1
152,3600,연인파트1
149,3600,연인파트1
3600,3600,연인파트1
3600,3600,연인파트1
3600,3600,연인파트1
3600,3600,연인파트1
3600,3600,연인파트1
3600,3600,연인파트1
2160,2160,TV소설은희
2159,2160,TV소설은희
1025,1680,금이야옥이야
74,4200,진짜가나타났다!
1265,2160,TV소설은희
879,2160,TV소설은희
2906,4800,연인파트1
539,4800,연인파트1
1504,4800,연인파트1
371,4800,연인파트1
4680,4800,연인파트1
4121,4800,연인파트1
4800,4800,연인파트1
2065,4800,연인파트1
1181,4800,연인파트1
1314,4800,연인파트1
4267,4800,연인파트1
4800,4800,연인파트1
767,4800,연인파트1
2191,4800,연인파트1
4800,4800,연인파트1
2659,4800,연인파트1
2225,4800,연인파트1
3126,4800,연인파트1
630,4800,연인파트1
1310,4800,연인파트1
2212,4800,연인파트1
4672,4800,연인파트1
4800,4800,연인파트1
1644,4800,연인파트1
4800,4800,연인파트1
2016,4800,연인파트1
678,3120,최강배달꾼
2740,3120,최강배달꾼
3120,3120,최강배달꾼
597,3120,최강배달꾼
596,3120,최강배달꾼
3120,3120,최강배달꾼
3120,3120,최강배달꾼
2739,3120,최강배달꾼
2560,3120,최강배달꾼
3120,3120,최강배달꾼
3120,3120,최강배달꾼
2340,2340,오자룡이간다
3900,3900,일지매
2152,2160,TV소설은희
2121,2160,TV소설은희
2135,2160,TV소설은희
274,1680,금이야옥이야
313,3420,연인파트1-리와인드필름
2717,3420,연인파트1-리와인드필름
781,3420,연인파트1-리와인드필름
3840,3840,각시탈
4680,4680,낭만닥터김사부3
596,4920,연인파트1
1855,4920,연인파트1
3924,4920,연인파트1
1895,4920,연인파트1
2376,4920,연인파트1
2282,4920,연인파트1
3224,4920,연인파트1
1999,4920,연인파트1
4920,4920,연인파트1
4611,4920,연인파트1
4920,4920,연인파트1
538,4920,연인파트1
4920,4920,연인파트1
3600,3600,조선총잡이
4080,4080,낭만닥터김사부3
172,2160,TV소설은희
108,3780,아이두아이두
892,1680,금이야옥이야
228,3660,연인파트1-TV무비
3115,3660,야인시대
2725,3720,야인시대
156,3180,소문난칠공주
3180,3180,소문난칠공주
65,3180,소문난칠공주
2160,2160,TV소설은희
4080,4080,진짜가나타났다!
3660,3660,스토브리그
2160,2160,TV소설은희
1680,1680,금이야옥이야
992,1680,금이야옥이야
2280,2280,오자룡이간다
197,1680,금이야옥이야
1308,1680,금이야옥이야
4200,4200,국민사형투표
4200,4200,국민사형투표
94,4200,국민사형투표
4167,4200,국민사형투표
1286,4200,국민사형투표
1879,4200,국민사형투표
2947,4200,국민사형투표
4200,4200,국민사형투표
1139,1680,금이야옥이야
3840,3840,각시탈
3840,3840,각시탈
589,3960,천원짜리변호사
3900,3900,모범택시2
2100,2100,TV소설은희
66,3120,소문난칠공주
92,3120,소문난칠공주
3120,3120,소문난칠공주
2129,2160,TV소설은희
2139,2160,TV소설은희
95,4260,기적의형제
305,4260,기적의형제
3600,3600,소방서옆경찰서그리고국과수
1106,3600,소방서옆경찰서그리고국과수
1889,3600,소방서옆경찰서그리고국과수
3600,3600,소방서옆경찰서그리고국과수
993,3600,소방서옆경찰서그리고국과수
3600,3600,소방서옆경찰서그리고국과수
75,3600,소방서옆경찰서그리고국과수
3405,3600,소방서옆경찰서그리고국과수
3514,3600,소방서옆경찰서그리고국과수
565,3600,소방서옆경찰서그리고국과수
3600,3600,소방서옆경찰서그리고국과수
1097,1680,금이야옥이야
1680,1680,하늘의인연
1680,1680,하늘의인연
1680,1680,하늘의인연
2160,2160,TV소설은희
365,2160,TV소설은희
3313,3720,스토브리그
1587,1680,내눈에콩깍지
652,2340,오자룡이간다
2139,2160,TV소설은희
1020,1680,금이야옥이야
3180,3180,최강배달꾼
3180,3180,최강배달꾼
1237,3180,최강배달꾼
